NomeComp;percentage20_Donald_Trump;percentage20_Joe_Biden;cases;deaths;TotalPop;IncomePerCap;Poverty;ChildPoverty;Unemployment;population_density_per_sqmi;percent_no_highschool_diploma;percent_age_65_and_older;percent_rural;percent_smokers;percent_adults_with_obesity;percent_physically_inactive;percent_excessive_drinking;life_expectancy;percent_adults_with_diabetes;percent_food_insecure;violent_crime_rate;homicide_rate
Missouri Scott;0.776;0.211;1551;26;38858;22939;20.1;30.7;6;928454000000000;17;16.6;41552907555;22406411822;35.5;34.9;16700206283;75170556989;16.5;16.2;9355865785;62480704488
Missouri Shannon;0.81;0.181;270;5;8273;17903;30.5;44.9;8.1;822458000000000;18.3;19.5;100;23755264188;34.9;30.5;15341323978;76995492827;13.7;18.4;33373786408;NA
Missouri Shelby;0.804;0.176;112;1;6084;22349;15.5;27.5;4.8;122748000000000;9.4;20.1;100;19361120072;28.7;24.1;17000879384;75449590709;7.6;13;57334753051;NA
Missouri St. Charles;0.577;0.402;11681;156;385115;35628;5.7;7.6;3.6;677801000000000;5.7;13.2;58304783833;16129224791;29.8;22.7;20856081407;80181535273;7.9;9;12639391641;20424472529
Missouri St. Clair;0.79;0.199;129;1;9396;20827;22.2;34.5;8;139915000000000;18.9;25.7;100;20767174102;36.7;29.4;15055951189;78161550214;13.9;15.7;37471758417;NA
Missouri St. Francois;0.732;0.252;3050;29;66248;20944;15.4;18.8;6.5;146556000000000;17.8;15.2;39763460273;2220081864;38.6;32.3;1774293035;74883462484;9.4;14.3;29378395233;51653337236
Missouri St. Louis;0.373;0.611;31992;891;999539;38081;9.8;13.9;5.9;197049000000000;7;16.5;11379903379;15713734105;27.9;21.9;19307245069;78201088479;11.3;13.8;34448737853;11601040779
Missouri St. Louis City;NA;NA;8746;225;NA;NA;NA;NA;NA;510111000000000;15.5;11.4;0.000313191;24601234178;34.4;26.3;19777720319;73871902672;11.5;23.3;18195144065;38858685737
Missouri Ste. Genevieve;0.698;0.286;480;1;17882;26418;16.6;27.1;4.6;359349000000000;12.5;16.9;76142187931;19370152157;34.7;29.6;17784076842;78380710994;13;13;30084066691;NA
Missouri Stoddard;0.855;0.135;951;15;29634;21684;16.8;20.1;7.1;361848000000000;19.6;19.2;69791110518;21073521406;35.6;38;15720459215;75526913339;15.7;14.6;13267945316;NA
Missouri Stone;0.801;0.19;753;11;31529;26052;12.8;18.5;7.7;67229700000000;13.3;27.3;88687038072;18513532858;31.1;28.1;15992532831;76363278896;12.8;12.7;47228557103;50135136983
Missouri Sullivan;0.799;0.193;381;3;6382;21168;15.9;19.1;3.4;990152000000000;16.2;18.8;100;19843018123;30.8;34.3;16296494844;76852833019;21.2;11.1;20532259338;NA
Missouri Taney;0.778;0.203;1879;35;54308;21381;17.1;24.7;6.3;851512000000000;11.8;19.7;43860667634;20776528292;28.8;30.5;16862359829;77141434607;10.1;15.5;3473272299;36716977668
Missouri Texas;0.836;0.151;634;3;25714;17918;25.3;35.8;7.1;218218000000000;17.9;19.2;9921178099;22921850098;31;29.5;15859206328;76860839556;14.2;16.4;1299801091;10007839474
Missouri Vernon;0.779;0.208;371;3;20665;22369;15.2;21.9;4.1;252132000000000;12.6;17.5;58258896923;20596814823;28.1;25.9;17242847438;75530246975;6.3;13.5;5784786731;NA
Missouri Warren;0.72;0.26;672;2;33554;26845;12.8;19.3;6.1;776714000000000;14.2;16.4;63039399625;19527600634;36.1;26.3;18461457206;7802847817;7.3;11.2;41501290313;50976194117
Missouri Washington;0.807;0.181;728;20;24968;18314;20.2;29.6;9.9;329030000000000;23;15.2;80476284977;22261736243;31.4;33.1;18171382251;73633612989;12;14.8;37492982597;NA
Missouri Wayne;0.848;0.144;331;3;13369;18897;23.4;30.7;8.1;175730000000000;24.7;21.9;100;23563565367;33.9;32.8;15122660765;73936684004;13;15.6;19434893108;NA
Missouri Webster;0.792;0.19;1239;16;37558;20468;18.4;25.5;4.8;625672000000000;14;14.5;73929617148;22363147034;27.5;25;18103825088;77472225812;13.7;13.9;18052486932;41814283759
Missouri Worth;0.792;0.194;36;0;2053;22961;15;23.3;4.1;773032000000000;10.9;24.1;100;19013346855;25.4;27.7;16435448049;7253081727;22.4;12;72957198444;NA
Missouri Wright;0.853;0.134;620;8;18304;19805;25;35.2;8.4;269563000000000;20.7;18.7;76625033218;24827808585;29.2;30;14858882862;73212407156;16;16.7;27639280295;NA
Montana Beaverhead;0.693;0.284;284;1;9360;28420;16.1;9.4;4.6;168095000000000;6.3;20;50151416829;14612203466;26.7;21.8;23441953867;80953495031;7.8;12.1;10694615261;NA
Montana Big Horn;0.468;0.514;1400;38;13290;17905;26.8;34.3;15.9;264434000000000;13.7;11;71908278274;28936442869;37.9;25.1;20073748958;6884398713;14.6;20.2;53307305353;1726593862
Montana Blaine;0.471;0.509;349;7;6646;17059;32.7;44.2;16.8;156348000000000;10.6;14.2;100;2604204289;39.1;27.2;20069270655;75072063113;13.6;17.7;1331890452;NA
Montana Broadwater;0.774;0.205;92;0;5755;32268;7.8;4;4.1;477384000000000;6.4;20.5;100;15287036077;34;22.2;21170839095;794996459;8.8;9.3;43775170723;NA
Montana Carbon;0.628;0.342;275;1;10466;31697;9.9;10.9;4;504886000000000;6.1;22.7;100;14406729612;27.5;21.5;21366615424;81159752308;6.1;9.7;23424801606;NA
Montana Carter;0.897;0.086;77;2;1320;30659;11.8;18.6;2.9;0.387669291039168;8;24.9;100;14457302942;33.5;25.4;2056178161;NA;12.1;9.8;0;NA
Montana Cascade;0.585;0.388;2199;15;81816;28350;13.1;17.3;4.6;304089000000000;8.3;17.1;19821215586;1683570847;27.3;24.5;19422769963;77868738189;8.9;11.9;24144503948;34856504485
Montana Chouteau;0.636;0.333;119;0;5812;22014;20.3;26.7;3.5;146935000000000;7;18;100;19459858319;28.9;29.4;19602822197;7832330867;9.8;13.9;NA;NA
Montana Custer;0.715;0.257;344;3;11895;28501;9.8;9.8;1.7;31665100000000;8.6;18.5;17907513463;15200744756;32.8;26.5;22930607581;79172816213;11;10.2;21010999876;NA
Montana Daniels;0.788;0.192;49;3;1788;36108;4.6;1.8;1.7;12531400000000;5.2;24.1;100;13421796885;26.8;26.2;21121364782;80673597618;18.6;7.9;28003360403;NA
Montana Dawson;0.777;0.199;278;4;9324;29130;12.3;23.2;1.1;397570000000000;7.5;16.9;2757082311;14454886166;29;27.6;24181322182;80727000272;8.4;10.7;26326657031;NA
Montana Deer Lodge;0.447;0.524;473;1;9131;25107;18.8;24.3;2.3;124559000000000;10.5;20.9;33641643364;1876629567;28.7;33.8;20934714479;75583901716;14.5;13;38984243868;15584334627
Montana Fallon;0.873;0.109;85;0;2925;32371;5.8;9.5;1.7;179754000000000;3.8;15.8;100;1349986768;35.1;25.9;24357347185;78471026514;9.5;9.3;18779342723;NA
Montana Fergus;0.745;0.23;260;2;11327;27491;14.7;22.6;2.6;263382000000000;6.9;22.7;47436561367;14649975433;30.8;26;19245817884;78604705258;11.9;12.1;50202994718;NA
Montana Flathead;0.636;0.337;3615;27;96147;28379;13.6;18.7;4;186144000000000;5.5;17;51484691184;1583357938;21.9;20;20760945211;79661115194;7.1;12.1;3050168204;26628085529
Montana Gallatin;0.443;0.518;3550;8;100733;33181;13;9;4.3;376078000000000;3.2;11.2;33542613922;14372680876;17;13.1;26769675068;82427431691;4.4;11.3;22579534639;14093062126
Montana Garfield;0.94;0.05;30;0;1086;29896;5.1;1.8;0;0.226876331997175;6.3;24;100;14689803627;26.9;32.2;22364672693;NA;11.1;8.5;37523452158;NA
Montana Glacier;0.334;0.64;1003;16;13677;16737;33.1;34.7;7.6;457278000000000;10.2;11.1;44010747071;3059191378;36.9;31.1;20975072309;69614459334;15.6;20;2251025669;NA
Montana Golden Valley;0.823;0.155;16;0;747;25110;18.2;29.4;4.4;0.621582331024988;6.6;24.5;100;15540802082;26.2;23.8;19192885544;NA;5.6;13.1;23909145248;NA
Montana Granite;0.675;0.304;71;0;3206;29144;9.9;17.4;6.9;185970000000000;10.5;28.4;100;14192913598;23.1;20;19723293989;83369938392;10.8;11.7;13979496738;NA
Montana Hill;0.551;0.415;896;20;16468;21780;21.2;25.9;6.4;57009100000000;9.5;13.9;40003727634;22913441557;38.1;27.2;22735684016;76767565737;10.5;14.1;467345716;NA
Montana Jefferson;0.653;0.32;186;0;11625;32387;9.9;11.2;5.7;700181000000000;5.1;18.5;100;14519367617;26.5;22.8;20420415314;80219745398;7.1;9.3;31807436063;NA
Montana Judith Basin;0.774;0.205;16;0;1965;28709;13.9;11.3;2.9;105954000000000;5.1;23.7;100;14981251345;31.2;29.5;188573817;85285544366;9.2;11.6;17902813299;NA
Montana Lake;0.561;0.416;613;6;29518;24348;20.9;28.8;8;196657000000000;9.4;19.6;8343073819;19525387091;29;22.3;17728094172;77904741022;9.4;13.6;44598022027;62850512473
Montana Lewis and Clark;0.504;0.465;1097;6;66290;31252;11.4;14.1;3.2;190800000000000;5.1;16.1;28929726319;14140216418;26.7;19.6;20693645754;79457896553;8.2;10.7;42420367794;30027260463
Montana Liberty;0.758;0.23;35;0;2245;36525;13.9;18;1.9;160281000000000;20.8;22.3;100;14526318398;35.1;24.8;2117637581;88737801726;14.5;12.4;33044196613;NA
Montana Lincoln;0.736;0.243;329;5;19249;22483;16.4;21.4;9.9;533340000000000;11.9;24.8;7979377254;16132728336;26.3;22.1;18799611786;78209724776;9.6;14.2;2032096707;NA
Montana Madison;0.685;0.29;205;1;7902;31620;10.6;13.8;3.4;217660000000000;5.5;26.1;100;13847949538;24.1;19.6;20228460049;82162975094;6.3;10.3;89160616482;NA
Montana McCone;0.848;0.137;65;0;1728;28230;7.7;2;1.2;0.635077374124924;6.9;22.8;100;13273183715;24.8;25;19975686632;76614949775;8.8;8.4;59189109204;NA
Montana Meagher;0.75;0.232;84;4;2000;20095;15.8;19.8;3.5;0.81944333396097;7.5;22.1;100;16979871527;25.9;23;18457177074;82334276859;7;12.4;10601643255;NA
Montana Mineral;0.714;0.268;16;0;4194;22894;20.1;39.2;7.4;346255000000000;12.6;26.7;100;1779198375;27.7;22.8;18652163321;77152909634;8.9;15.5;93436113058;NA
Montana Missoula;0.366;0.602;2414;18;114231;29681;15.9;15.2;6;436169000000000;5;13.6;22326828242;16976898634;22.2;16.7;25331923088;79461978197;6.1;13;34538297135;28677910901
Montana Musselshell;0.841;0.143;128;2;4766;23908;17.4;22.8;5.6;255651000000000;9.8;21.2;100;17809684481;28;27.6;17553394157;77331462261;8.1;13.2;55123216602;NA
Montana Park;0.519;0.454;285;0;16001;29181;13.4;12.1;2.8;565256000000000;4.6;19.4;4773599386;14084042823;24.3;25.2;20197418973;80302083784;7.6;11.7;16982200138;NA
Montana Petroleum;0.849;0.111;4;0;453;31549;10.1;16.2;5.2;0.268780859929793;2.2;19.8;100;1471489552;27;21.7;20289758398;NA;4.3;12;NA;NA
Montana Phillips;0.812;0.174;193;1;4139;22369;18;20.1;8.9;0.8073216107149;8.7;21.1;100;17689618448;34.8;29.5;20645335966;78919271687;10.6;13.2;24035572648;NA
Montana Pondera;0.678;0.302;192;1;6081;22866;19;28.6;5.8;379547000000000;10.8;19.7;58101738989;18985571317;34.9;23.8;2057037594;77369136307;12.1;13.1;10461092782;NA
Montana Powder River;0.854;0.136;65;5;1610;31211;8.2;6.6;2.4;0.499667261257839;5.1;23.7;100;15488370481;26.8;27.4;19836490073;84328624484;9.2;10.1;0;NA
Montana Powell;0.736;0.236;183;0;6852;23990;14.6;24.7;1.5;297844000000000;11.4;18.6;54219439306;17886785776;31.6;25.9;22538502283;78062934454;11.5;12.6;45619116582;NA
Montana Prairie;0.81;0.169;33;0;1325;28366;10.1;13.8;2.5;0.81423377834808;6.9;25.9;100;13171655808;34.9;24.3;19403710763;NA;8.6;9.2;21413276231;NA
Montana Ravalli;0.671;0.307;535;4;41387;25151;16;23.9;6.8;172021000000000;8.9;22.8;84626479658;15327363363;26.5;23.9;19080848277;797359951;6.6;12.4;19824273722;NA
Montana Richland;0.828;0.151;359;5;11405;33709;5.9;3.7;2.6;546562000000000;7.8;13.2;44202749846;14070014976;30.9;28.4;23028199708;78162133474;7.6;9.5;28204064703;NA
Montana Roosevelt;0.496;0.474;1022;30;11218;18030;29.1;39.5;10.2;476975000000000;15.1;10.7;39731414868;31195845796;35.2;28.5;21989961627;68323739418;17.2;17.1;61090845163;14044585174
Montana Rosebud;0.657;0.317;858;21;9292;23832;19.1;25.8;8.6;186639000000000;11.7;13.7;100;20996192513;31.9;24.6;21273078002;73307240179;12.5;13;13831994467;NA
Montana Sanders;0.74;0.238;108;2;11414;23020;21.2;33.8;7.6;412077000000000;11.9;26.2;100;18376930736;24.8;28.8;17705394328;77529433585;10.5;15;22458056277;NA
Montana Sheridan;0.691;0.283;83;0;3568;32833;12.2;13.6;2.7;217508000000000;8.7;22.1;100;14510090652;37.9;32.5;22443375961;81259272919;7.6;10.2;30625832224;NA
Montana Silver Bow;0.411;0.55;654;2;34514;26248;19.2;25.4;5.9;481349000000000;9.2;17.1;11441520468;17362566529;25.2;22.5;20873485727;76646058352;7.9;13.5;31848969592;NA
Montana Stillwater;0.776;0.202;231;3;9342;31583;6.5;8.7;3.6;519970000000000;5;19.8;100;13448808168;25.1;23.4;20689392415;81708894707;8.8;8.8;21099272075;NA
Montana Sweet Grass;0.752;0.224;97;2;3646;28065;10.4;15.9;0.9;195854000000000;6;23.8;100;13952056479;28;20.5;21300325488;82835031991;5;10.2;95524017467;NA
Montana Teton;0.706;0.273;92;1;6040;26884;9.8;10.3;1.7;26708000000000;7.1;22;100;14887896657;24.3;28;20989413627;79762959628;6.6;10.9;22154755067;NA
Montana Toole;0.752;0.22;336;6;5031;26354;16.6;20.8;1;267047000000000;15.9;15.2;42956423742;17622494399;25.9;23.4;22222151573;76663812935;5.2;12.9;47337278107;NA
Montana Treasure;0.811;0.17;24;1;790;22880;17;25.6;0;0.865207396821323;7.8;20.2;100;16285014743;33;24.9;18308797537;NA;10.6;12.7;0;NA
Montana Valley;0.734;0.241;383;5;7561;29096;7.4;7.1;4.4;153793000000000;6.5;20.8;55204233953;16034640448;30.6;30.8;2170476962;7915194421;11.9;9.4;13605442177;NA
Montana Wheatland;0.771;0.211;73;3;2108;20165;19.8;30.4;3.4;148262000000000;24.1;22;100;17482515961;32.1;24.9;18359004374;77916990978;9.3;14.1;23618327822;NA
Montana Wibaux;0.863;0.129;44;0;1121;24662;10.8;9.1;1.6;128628000000000;12.1;28.8;100;16230652431;30.3;28.8;20347370706;NA;7.7;9.7;0;NA
Montana Yellowstone;0.606;0.366;6988;94;156332;32296;10.1;11.9;3.5;58987700000000;6.9;15.4;1668829238;16188982732;26.8;22.1;23345457732;78303335522;8.3;10.3;36201968879;36487028861
Nebraska Adams;0.691;0.289;922;15;31564;28085;12.4;18;4.2;559871000000000;9.1;16.5;22484376993;1459706455;36.7;25.5;18543539763;7858840525;11;11.7;23058942447;NA
Nebraska Antelope;0.863;0.126;182;1;6406;28091;11.5;14.6;1.9;749052000000000;9;22.2;100;14201672857;32.5;24.9;19332032814;80015174777;9.5;11.3;97847358121;NA
Nebraska Arthur;0.915;0.074;5;0;421;21799;10.9;8.3;0.6;0.610886155080996;5;20.6;100;14652893382;34.5;23.9;1947508285;NA;3.8;14.4;0;NA
Nebraska Banner;0.883;0.105;4;0;728;30736;8.9;10.5;3.2;106270000000000;4;16.1;100;14566528007;28.8;22.6;19236425166;NA;9.6;11.3;NA;NA
Nebraska Blaine;0.883;0.11;4;0;502;28503;9.8;15.1;1.1;0.816110624364157;1.3;18.6;100;13149453877;35;32.5;20247763502;NA;6.9;13.4;NA;NA
Nebraska Boone;0.825;0.155;170;0;5357;28861;7.3;6.6;1.7;779692000000000;6.5;21.3;100;13879066846;33.3;30.8;21699064305;81304019283;10.7;10.2;NA;NA
Nebraska Box Butte;0.772;0.203;280;1;11200;28483;10.9;14.3;5.1;10489200000000;8.5;15.8;24955783516;1551019114;36.1;23.4;22515712576;78543469806;11.1;10.7;22068234983;NA
Nebraska Boyd;0.876;0.117;78;0;2049;26413;9.8;5.6;1.6;371526000000000;5.2;25.9;100;1331625689;36.2;30.5;17891328825;79733372695;16;11.2;NA;NA
Nebraska Brown;0.876;0.113;86;0;3058;29664;16;22.3;0.6;247430000000000;7.5;24.9;100;15625614318;38.5;27.6;18311339697;77213502466;8.6;13.5;0;NA
Nebraska Buffalo;0.705;0.269;2011;19;48834;28553;14.4;15;3.1;499971000000000;6.4;12.9;32261073272;14796608322;29.5;19.7;23505641941;81089142687;8.4;12.3;19334642769;NA
Nebraska Burt;0.692;0.285;152;1;6546;26421;12.3;15.9;3.5;134137000000000;10.1;23.9;100;1703178364;36;32.5;20436904925;78588525954;10.7;12.3;823723229;NA
Nebraska Butler;0.787;0.194;305;2;8105;27216;7.8;8.5;4.4;140280000000000;8.9;20.4;65705777248;13648212121;33.7;25.4;21523013245;78839829914;9.5;10.3;61117222833;NA
Nebraska Cass;0.662;0.31;605;4;25513;32509;6.3;7;2.8;456778000000000;5.3;16;72956697437;15587730758;39.8;27.1;22508266395;79970055251;11.7;9.5;12562074313;NA
Nebraska Cedar;0.835;0.145;168;0;8561;29694;9.7;13.9;1.6;116937000000000;7.2;21.2;100;12635509516;36.4;26.3;21678299397;80553445811;8.8;10.4;40704774089;NA
Nebraska Chase;0.873;0.113;164;0;3803;33708;8;8.8;2.3;454038000000000;11.1;20.9;100;14415867912;32.2;28.9;19772467841;78706446383;7.6;8.6;12556504269;NA
Nebraska Cherry;0.871;0.114;81;4;5792;27891;9;9;2.6;0.969881970501988;8.8;21.2;52511815158;1434746814;27.5;31.3;19201813916;80415987366;7.8;11.7;23966446974;NA
Nebraska Cheyenne;0.8;0.179;130;0;10012;32995;10.9;16.3;2.5;843444000000000;6.3;17.1;3625725145;13959402913;29.3;24.3;19601817045;78951796685;8.8;11.2;29019723575;NA
Nebraska Clay;0.8;0.178;195;1;6264;27275;11.1;17.3;3;110311000000000;10.4;19.2;100;14787980012;35.2;27;20112666651;79853639942;9.8;10.5;12435233161;NA
Nebraska Colfax;0.707;0.275;971;7;10616;23393;8.2;9.2;3.5;255048000000000;28.5;13.1;40513552068;1487880765;31.6;29.1;20569304271;80996236866;6.7;5.2;NA;NA
Nebraska Cuming;0.788;0.195;322;3;9039;28762;8;12.2;2.6;158687000000000;12.3;21.3;65204070467;13068475377;35.5;27.6;19965362465;839407066;9.6;10.2;2212511754;NA
Nebraska Custer;0.85;0.131;250;5;10836;32605;11.9;15.9;2.5;418700000000000;7.7;21;67666148642;14799182332;36;29.6;17470416391;80051958322;11;11.7;13923051933;NA
Nebraska Dakota;0.578;0.404;2604;49;20529;22463;16.8;23.9;7.3;783222000000000;25.7;13;21089212606;16892203528;38.6;32.3;15993622001;78533577127;10.9;9.6;23414634146;NA
Nebraska Dawes;0.711;0.263;270;5;8972;24811;14.3;10.8;1;650357000000000;5.6;17.9;39936832934;14954954992;28;20.7;22070374307;79786423734;7.6;13.4;14365434554;NA
Nebraska Dawson;0.711;0.272;1363;15;23925;24912;13.7;19.3;4.2;236144000000000;24.1;14.7;26654608238;13957491123;35.6;25.9;17980593771;80437050217;11.4;9.1;15218478986;NA
Nebraska Deuel;0.844;0.137;15;0;1901;28225;11.1;17.6;4.1;439240000000000;9.1;25.1;100;13949620688;35.5;26.6;19426345141;79825636099;12;10.5;0;NA
Nebraska Dixon;0.757;0.211;170;2;5765;26094;10.3;16.3;3.3;121979000000000;11.5;19.3;100;13083836095;35.9;33.4;20210721781;80251009315;9.2;9.5;27731558514;NA
Nebraska Dodge;0.651;0.328;1776;20;36576;27162;13.2;19.7;4.4;693733000000000;12.4;18.7;25128778174;17399007275;35.2;29.4;22082279166;78428746215;12;11.7;19675894297;NA
Nebraska Douglas;0.432;0.542;23605;232;549706;32023;13.5;18.5;4.4;16538200000000;10.6;11.5;21705246466;15893613543;30.1;21.9;21967594426;79131369362;8.8;13.2;48648732443;68134700743
Nebraska Dundy;0.884;0.105;29;1;2017;26949;10.5;19.3;3.6;19822200000000;9.8;23.7;100;15688885101;34.5;25.1;17849454549;77562190907;7.3;10.1;NA;NA
Nebraska Fillmore;0.753;0.221;128;2;5603;30874;9.9;12;2.5;986495000000000;8.3;23.4;100;1377712701;32.4;28.1;20951794158;80288328244;12.8;10.8;17985611511;NA
Nebraska Franklin;0.833;0.16;94;0;3019;28635;13.3;18.8;2.6;534199000000000;8.8;25.9;100;14715714372;30.3;28.7;1901682928;77235582873;6.4;11.6;33400133601;NA
Nebraska Frontier;0.853;0.131;45;0;2624;27900;10.9;15.9;3.2;266676000000000;4.6;22.5;100;13852092609;43.5;29.8;22058194665;86604044214;11.1;11.4;NA;NA
Nebraska Furnas;0.832;0.153;112;3;4814;24522;13.5;20.1;2.5;674425000000000;11.8;23.4;100;15532819382;34.1;30.3;1893081994;78622940433;10.3;12.3;62034739454;NA
Nebraska Gage;0.673;0.306;600;5;21632;27424;9.1;10.5;3.2;255772000000000;10.7;20.6;44399623504;14594565328;38.6;29.1;20912714779;78345218776;10.9;12;43678837848;NA
Nebraska Garden;0.85;0.135;48;0;1913;35602;11.7;10.5;1.4;113244000000000;5.6;23.9;100;14261431551;28.9;31;17731750957;82560600887;12.4;11.1;NA;NA
Nebraska Garfield;0.867;0.125;35;0;1958;25856;7.2;5.3;1.9;345389000000000;5.7;26.9;100;13341986965;27.5;29.8;18298264268;75092103539;6.8;10.3;49431537321;NA
Nebraska Gosper;0.799;0.192;62;0;2019;31901;5.7;10.1;4.6;431513000000000;6.9;20;100;12287903906;25.2;21.2;20647954469;80195511854;6.9;10.3;76647930506;NA
Nebraska Grant;0.933;0.05;5;0;682;22693;21.1;33.8;4.5;0.833522719417895;2.6;27.4;100;1639898566;33.4;37.6;18295386313;NA;7.2;13.5;NA;NA
Nebraska Greeley;0.808;0.182;48;0;2436;25544;9.8;14.3;1.7;429441000000000;6.8;23.8;100;13269739179;38.4;31.7;20202587392;82021440499;10;11.2;NA;NA
Nebraska Hall;0.664;0.315;2790;52;61233;26419;13.5;20.5;5.4;111860000000000;16.8;14.1;14624532906;1571880189;34.9;27.9;19027964464;78299063249;10.3;10.2;28829412479;NA
Nebraska Hamilton;0.778;0.202;255;12;9149;31989;7.2;12.3;2;168258000000000;6.5;17.9;51052170101;12539783362;30.6;25.3;19699465626;82185458006;9.4;9.5;20205329838;NA
Nebraska Harlan;0.838;0.146;66;0;3469;26375;12.9;19.9;2;626055000000000;8.6;25.3;100;15038838129;34.7;28.2;1933809275;78632382693;11.1;11.7;NA;NA
Nebraska Hayes;0.925;0.064;25;0;957;27183;9;5.2;1.6;142063000000000;9.2;20.7;100;14154292432;25.3;25.6;18068268785;NA;8;11.2;32397408207;NA
Nebraska Hitchcock;0.86;0.119;53;0;2860;25290;14.2;22;3.1;403695000000000;8.2;23.8;100;1610582183;37.7;27.1;17525379817;7638250489;10.2;13.2;12180267966;NA
Nebraska Holt;0.862;0.123;328;5;10293;27858;8.9;8;1.1;429448000000000;7.8;21;64714901773;13445443892;32;29.8;18550070499;80148425138;10.2;10.8;77167936722;NA
Nebraska Hooker;0.851;0.133;25;1;684;27714;17.4;24.3;1;0.927672281841299;5.9;37.4;100;13001726463;26.6;27.3;18075792379;NA;8.7;13.9;0;NA
Nebraska Howard;0.796;0.185;172;5;6385;26734;10.2;14;4;111797000000000;7.6;20.7;100;14809656199;37.3;28.4;20535860347;82248473138;11.1;11.3;NA;NA
Nebraska Jefferson;0.704;0.273;103;0;7276;26859;10.6;13.6;2.1;128980000000000;10.7;23.2;48164833709;15448445933;36.6;31.4;19728817974;79979617214;9.7;11.3;77998924153;NA
Nebraska Johnson;0.681;0.29;116;0;5200;22398;10.1;10.3;2.2;137402000000000;11.6;17.4;100;15861127795;36.5;29.9;23173054164;76701750837;10;11.4;11686793923;NA
Nebraska Kearney;0.783;0.195;263;0;6547;31234;9.4;14.5;3.4;126840000000000;6.6;18.6;54553860379;1492266342;37.4;23.7;20147713988;78691459694;10;10.7;98739176667;NA
Nebraska Keith;0.812;0.175;123;0;8129;27890;13.1;20.9;2.8;76328200000000;8.2;23.8;47131931166;15107005715;30.1;31.1;17297736537;79491465506;9.7;12.4;10574112086;NA
Nebraska Keya Paha;0.9;0.093;9;0;720;28981;7.7;13.3;1.2;0.952041367388228;6.7;24.7;100;11851042171;29.9;27.6;18439413859;NA;13.6;11;0;NA
Nebraska Kimball;0.835;0.144;65;0;3688;24011;11.4;9.5;6;390084000000000;11.6;25.7;100;15140060411;38.6;29.3;17480974211;76270109676;11.9;11.7;21810250818;NA
Nebraska Knox;0.792;0.192;285;1;8496;27283;12.3;18.5;3.1;771507000000000;8.4;23.7;100;13487088934;32;30.8;19456976692;79974625872;10.2;12.4;52761167781;NA
Nebraska Lancaster;0.449;0.528;9653;45;306357;29901;14;15.6;3.9;360227000000000;6.6;12.2;82531262373;12899221421;28.7;17.5;25136546753;80225479294;7.5;13.2;32595538506;18224529001
Nebraska Lincoln;0.764;0.216;1033;8;35569;29687;12.6;18.4;2.7;13953300000000;8.1;17.2;30519731041;15818914419;37.2;27.7;19042498837;78735576316;11.9;12.1;27399175229;NA
Nebraska Logan;0.904;0.084;12;0;919;24624;9.7;12.2;1.1;14544600000000;9.5;19.6;100;14658608006;34.9;30.4;20202767452;NA;11.3;11.7;NA;NA
Nebraska Loup;0.815;0.165;8;0;537;29248;8.9;9.6;0.7;0.953778092518507;2.7;24.5;100;13055802224;30.6;28.8;18262592561;NA;7.4;10.7;NA;NA
Nebraska Madison;0.758;0.22;1534;11;35062;26093;16;21.9;3.2;613277000000000;11.7;15.4;27904576213;15489283003;34.2;25.8;2030309498;77856480533;11;11.9;14200107921;NA
Nebraska McPherson;0.911;0.056;10;0;432;27241;16;21.6;0;0.4947762767171;6.5;19.1;100;1428615174;26.8;27.5;19056226752;NA;19.4;13.1;NA;NA
Nebraska Merrick;0.798;0.173;163;1;7829;27223;10;11.1;3.3;160399000000000;7.5;19.6;58891013384;15550875253;38.3;30.2;19804585326;80345978634;15.5;11;64416387529;NA
Nebraska Morrill;0.826;0.151;134;0;4903;25120;9.4;11.4;3.7;340137000000000;13.3;18.4;100;14593305207;37.7;31;18332300308;78233015947;13.7;9.8;58602906704;NA
Nebraska Nance;0.786;0.196;119;0;3569;26852;11.7;9.1;2;816740000000000;9.3;20.5;100;15135038733;30.7;27.3;20296582365;78256035442;11.4;11.3;NA;NA
Nebraska Nemaha;0.709;0.269;175;0;7041;28572;11.5;11.5;5.7;174311000000000;5.6;18.1;52069536424;14700431367;38.6;25.4;21720974957;77996013217;10.5;12.5;99002899371;NA
Nebraska Nuckolls;0.806;0.178;111;0;4318;24426;10.8;16;1.7;75666600000000;6.7;26.2;100;14189445767;34.4;30.5;17227931213;79322952907;10.3;11.5;NA;NA
Nebraska Otoe;0.675;0.299;345;1;15875;28567;10;16.2;3;258109000000000;8.9;19.5;55108005083;13762924696;39.7;29.8;21198020017;80830773262;12.4;11;74985940136;NA
Nebraska Pawnee;0.749;0.225;33;0;2704;27196;20.5;35.7;2.7;625182000000000;9.3;26.2;100;15298651763;32.9;26;1668310576;80239375727;7.5;13.9;18758206715;NA
Nebraska Perkins;0.856;0.129;51;10;2904;30923;4.8;4.9;1.1;329547000000000;10.9;21.7;100;12069339631;25.6;25.7;20283646015;81376440058;10.8;8.8;34234851078;NA
Nebraska Phelps;0.83;0.15;329;2;9163;30166;7.1;6.9;0.7;171104000000000;6.9;19.8;41880713975;13382362566;36.8;25.3;20769909062;80422366916;10;10.1;97097853059;NA
Nebraska Pierce;0.864;0.12;234;11;7175;28766;6.8;7.1;3.8;125234000000000;5.2;18.5;100;14582861604;32.3;30.6;21907720292;79106841764;11.4;10;73800738007;NA
