Nome;Crimes;Pol’tica;ECO_PC1;ECO_PC2;SAU_PC1;SAU_PC2;Mortes_COVID-19
Arkansas Carroll;33659124863;Republicano;0.369906147510273;0.477616465765437;-0.425377319573609;-0.111559554285219;-26825344428028
Arkansas Chicot;36678138018;Democrata;311568287679728;-0.663543048521273;277687179994343;0.184518006787636;-156571315825588
Arkansas Clark;32947836278;Republicano;0.890549403671964;0.161376707586891;129967777524591;-126129398708415;-380644024285308
Arkansas Clay;22123893805;Republicano;172330427932977;-0.489994811991885;220226739879897;0.123639841918818;-245827305214019
Arkansas Cleburne;36718504555;Republicano;0.0377958838448464;0.110651841969551;152425032161204;0.661071523076066;-276320893172252
Arkansas Cleveland;95277794319;Republicano;0.719206666935196;-14439989792897;179273729251627;0.0820336167793334;-185773925893123
Arkansas Columbia;31684489192;Republicano;220361964689602;0.158807614878433;25042536455645;0.422476256883636;-243578309671733
Arkansas Conway;21099547189;Republicano;0.9469844786906;0.527861467896982;258844776870427;-0.0951391293869999;-395862029080493
Arkansas Craighead;43120608197;Republicano;0.164578126879518;-0.067380680024992;176056656996649;0.221146316398031;-307813757272439
Arkansas Crawford;38019415898;Republicano;0.466037292642197;-0.102172697295761;0.969129721091252;-0.0725307618194309;-303043961160772
Arkansas Crittenden;12742625512;Democrata;214057994808086;-0.586618331237598;421616757434945;-0.136891660418477;-222977091342803
Arkansas Cross;66431748599;Republicano;104176570461678;0.183407493042409;281849699560281;-0.724587287641818;-205435680676501
Arkansas Dallas;59736380754;Republicano;0.0958504697050912;-142633378668079;228802376998541;-0.070774336394339;-253699823656649
Arkansas Drew;36186573717;Republicano;201969429184739;-0.0810099915604972;281018987523076;0.375005485751217;-328091121578765
Arkansas Faulkner;36123582836;Republicano;-0.623851513021581;0.433692095981747;0.429636180671991;0.512444456006304;-343714185938766
Arkansas Franklin;42700227547;Republicano;177205502404223;0.40842278598463;147728023038754;0.162458693867731;-448880489485683
Arkansas Fulton;18362849914;Republicano;205779238497716;-0.519561288343796;0.429559437715856;0.234502895266566;-249254407691721
Arkansas Garland;64464141821;Republicano;0.674533836709956;-139801032498301;117581221419919;0.103027485671304;-263899610325117
Arkansas Grant;25438256926;Republicano;-0.15543647646294;0.817965800224653;185679391113428;-0.307376463080935;-381087582342319
Arkansas Greene;37901637852;Republicano;0.541142845205884;141237580232656;138161419039396;0.0957095698605892;-309550973291704
Arkansas Hempstead;62847746266;Republicano;245134121204815;0.0609445010293865;229021164284541;-0.320666360430667;-379116524765469
Arkansas Hot Spring;23012552301;Republicano;0.323404030500026;106625765641134;219497122100866;0.0562341673204657;-22026154259711
Arkansas Howard;15355230141;Republicano;160505174091484;0.194510788633279;186345445421551;0.223946853988051;-226414122087876
Arkansas Independence;49648940056;Republicano;0.750249615377281;-0.152261598141549;0.319492143934054;0.266602113240434;-185567818625777
Arkansas Izard;22124723441;Republicano;12362065454756;-192776506335899;0.888188269139241;0.118927674677424;-421368194481072
Arkansas Jackson;69210139285;Republicano;284826561919077;0.0843824021560493;409150540247165;-0.510480969464495;-336896110930554
Arkansas Jefferson;10088679351;Democrata;251545603296119;109091184740897;356873107041628;142132570675921;-194553192627759
Arkansas Johnson;24357966206;Republicano;171681529641926;-0.12024262020769;187369916548548;0.221070351252961;-348718392813678
Arkansas Lafayette;17827854239;Republicano;15157705974574;-183125210617334;598619385075442;-0.338428116859959;-315714225506284
Arkansas Lawrence;22687244395;Republicano;113675784216455;0.111229228962004;0.0767467030308145;-129086869779048;-207807155605889
Arkansas Lee;29351184346;Democrata;447826169365654;-0.190507618133879;323786140562627;0.959881083582751;-167543370456965
Arkansas Lincoln;15485450879;Republicano;161447767510177;-111544584335848;217334237352873;0.438680057256724;-204302245585664
Arkansas Little River;14427122991;Republicano;109334867659331;0.0684689060478268;317213916762996;-0.589586794718567;-12169157094212
Arkansas Logan;37999907317;Republicano;160674017948169;0.202951181002062;179602880461261;0.0764233195038845;-377514888926611
Arkansas Lonoke;34031158036;Republicano;-0.628261088948509;228656142056172;19462078822568;0.727650268780567;-307672557821806
Arkansas Madison;18753973299;Republicano;0.30386261741116;-110091019077075;0.605348883817072;0.198410596078475;-327758488768221
Arkansas Marion;34215961284;Republicano;106676960245327;-206719541848309;0.551243275104482;-147232113654289;-440513262338836
Arkansas Miller;53736952462;Republicano;142046854487557;107949984613882;250927395069207;119713501826914;-303678281338435
Arkansas Mississippi;98716908698;Republicano;296444794648117;0.558834452501512;386982816986583;-0.0803397796108336;-184202083038943
Arkansas Monroe;37099494098;Republicano;331962252739765;-106468007121936;406629486175635;0.771302943463526;-361361696961339
Arkansas Montgomery;21850759314;Republicano;0.681107220326998;-221699230271076;0.437904463333184;0.00733228603534984;-242690229000136
Arkansas Nevada;19430792091;Republicano;159330210078552;-0.722488968855813;263614765469527;0.203804909995229;-180688263080228
Arkansas Newton;31607560528;Republicano;0.538200131786103;-209196064769179;-0.202169836937971;0.0906627206709501;-137346238230451
Arkansas Ouachita;61967042308;Republicano;235877701368475;-0.0812256924433278;26841900610973;0.594221546554093;-329904160189147
Arkansas Perry;51859099804;Republicano;0.84789993931084;-129053208165432;0.619726235495753;0.0802999952463982;-394352167248752
Arkansas Phillips;11919390514;Democrata;522238001794053;-0.339644774294804;512973470688088;0.237437914169805;-250133348747353
Arkansas Pike;14174668496;Republicano;0.49414339880154;-128023030989018;143926655247995;-0.0349276955054205;-469070547409435
Arkansas Poinsett;34770361568;Republicano;178862768709579;-0.829482976804431;338019343969439;-171813767196187;-234921972656598
Arkansas Polk;29681664152;Republicano;236636014830206;-0.355448600312982;104151749926091;0.211948488370591;-369942366798961
Arkansas Pope;37243062489;Republicano;0.984882283382295;0.808114478778245;0.698386973831238;0.236057757054173;-284068930386262
Arkansas Prairie;16981017648;Republicano;0.493621231988264;-204851624608467;402220737155937;0.399092797566271;-3033629996557
Arkansas Pulaski;10596289012;Democrata;-0.338757983628512;0.459531133940608;0.856126162152266;0.348424308778819;-28823803152489
Arkansas Randolph;29455502173;Republicano;0.860800712822047;-0.0854411985841745;197113352288191;0.124669124175236;-19074891160726
Arkansas Saline;3524580766;Republicano;-187303325797029;-0.149574288935138;-0.429202844252722;-0.0548501959497851;-353198481699843
Arkansas Scott;31808172253;Republicano;253385149633102;-0.226436150194638;2401620119173;-0.156498075345925;-396878133924676
Arkansas Searcy;12676681245;Republicano;-0.307410368015745;-201868022587375;108804497552843;0.0551572094760545;-437260741275739
Arkansas Sebastian;63556239012;Republicano;126058898503093;-0.369761099028675;0.841493427809292;-0.306690782687574;-255449866834982
Arkansas Sevier;21605738484;Republicano;254936676373893;0.646609787813043;140868982111107;-0.994833252039722;-237525453095342
Arkansas Sharp;25449873211.5;Republicano;176771550012985;-0.541432926243899;260887608728985;0.0398034552750737;-283562220512526
Arkansas St. Francis;77678775417;Democrata;346433372298818;-0.36599240687246;450198974239817;-0.462482394108724;-328421402617634
Arkansas Stone;23933942319;Republicano;231557556393768;-266752924580703;264706507457541;-0.0307492619596128;-177922087106412
Arkansas Union;58301047675;Republicano;125700420375609;-0.45213133827943;141855638125201;-130398468948687;-204077067733199
Arkansas Van Buren;27778607485;Republicano;111337602105128;-191743458134526;147395435471867;-0.0410825397581187;-402243076230749
Arkansas Washington;45459715024;Republicano;0.0199150893578249;0.32818124148492;-0.785367301653803;0.393507318022537;-267586236155309
Arkansas White;34445365823;Republicano;0.371556102124836;165873807133456;0.956228369635236;-0.573926939244903;-317179692292672
Arkansas Yell;3339936426;Republicano;139185182687751;0.473779193232219;145721520324406;-0.0727855563952277;-194133749842367
California Alameda;62878196249;Democrata;-212724901371656;-0.059855205783462;-192648308037309;884451962399398;-355879961035084
California Amador;23707073752;Republicano;-0.543212449825883;0.449196840701883;-0.765126520858451;-0.359572772666455;-314915054237664
California Calaveras;32724573793;Republicano;-0.99701531280007;0.217382878610523;0.16617147808826;0.437744613653941;-306599101016218
California Colusa;20095805585;Republicano;0.859461989444641;0.11821215239197;144016073200828;-0.630779290489217;-357790133738812
California Contra Costa;33602779077;Democrata;-24130749112914;-0.38898036011032;-178253988288941;780071927344929;-382161606960466
California Del Norte;60910920066;Republicano;188896181521022;-0.715745478915793;-0.139739520770422;0.27685959320343;-561465977949303
California El Dorado;21758394569;Republicano;-212154210597401;-0.338910648496258;-283823598256179;0.020737013041;-613672763474667
California Fresno;54177921571;Democrata;290800162146554;-0.439191985876539;-0.640266244113111;-0.99433134688915;-308797598762351
California Glenn;40814134579;Republicano;198430826326732;-0.468226199541613;-14493624167421;-103484755855148;-453385318723705
California Humboldt;43213579506;Democrata;0.485461658975493;0.173040195876981;-15643241877125;0.524658979285738;-490889783685834
California Imperial;36625347999;Democrata;409572554395589;0.324904565040975;0.486474109369524;-133542023448759;-167225713097385
California Kern;54533785309;Republicano;257547696144923;-0.349528139392413;-112870116133551;-113907546295979;-303134525298314
California Kings;4433772393;Republicano;234656788294735;-0.488096591808104;-0.638317366081394;102898166779029;-289559903569843
California Lake;53547314438;Democrata;187025177551705;-0.156651179271139;-0.887088402993305;0.266283583830199;-357257969286198
California Lassen;58692995433;Republicano;0.833644481450893;21501048459218;287320066579854;-172431002972313;-575161980407036
California Los Angeles;48834611236;Democrata;0.43900677552237;-0.234023539128836;-250249478973579;-114644009409297;-265926080029127
California Madera;62023550783;Republicano;257408243772596;122464002386548;-0.0615515832135785;-0.361947651380785;-301165742410375
California Marin;17785725089;Democrata;-498326929570829;0.251771335937214;-333356177739928;782731158343921;-302220551612877
California Mariposa;43142857143;Republicano;-0.47726205294635;-196079718297874;-212957214244466;0.0484378139802229;-448062685091349
California Mendocino;64048580677;Democrata;0.716867182661462;-0.248806358170847;-157561497932199;0.0313242480440303;-372966716233214
California Merced;55533866693;Democrata;364742231748756;-0.297333079489477;-0.816230120736526;-0.0194764456925061;-284143735255524
California Mono;26206203331;Democrata;-152491780896003;0.0687731517157872;-30509117327332;-0.075624297686093;-425262954118781
California Monterey;42063614456;Democrata;0.890845643563967;131211209427514;-225131114015002;-0.273085008992769;-380936254504187
California Napa;39768136308;Democrata;-239304696518005;-0.352557456479914;-186135285560457;766521633958785;-447879172149661
California Nevada;26419005426;Democrata;-179995546817133;-0.950695791240097;-326609248826882;0.181407112507541;-469884266185073
California Orange;21358280579;Democrata;-146618073248836;0.213846705354762;-349189080031681;-0.286859996691784;-305709104788522
California Placer;16199867528;Republicano;-297877571097817;-0.272580981690247;-241502958196028;778259612689416;-415193367425872
California Riverside;29124456001;Democrata;0.814992737103973;0.683687956852875;-21288723299159;-0.186573249360889;-288225279598379
California Sacramento;50824109624;Democrata;-0.0246523640368775;-0.500564946329685;-113074482434572;0.94507679340088;-339812600313767
California San Benito;29870306703;Democrata;-0.302094773114402;0.933928510065571;-148754776388117;-0.809811454372187;-366648045917046
California San Bernardino;44188442142;Democrata;154812799649874;0.381047522705253;-164234653593046;-0.280250612269171;-297946901536894
California San Diego;32771883112;Democrata;-0.887900561506598;17721233748936;-302069998140621;10324773192175;-360695612114799
California San Francisco;76046400445;Democrata;-362049285443563;-0.191085583959201;-302374897359992;-0.924999088597052;-406724993986242
California San Joaquin;78732183644;Democrata;143754192525348;200034771404646;-0.717091487255132;-0.264021531794614;-26850522718325
California San Luis Obispo;40822505811;Democrata;-166065447136437;109813343169191;-273863399155821;-0.0539719963588771;-447206370307665
California San Mateo;20911245996;Democrata;-375618091855624;0.116119026718836;-258889774659328;649432021255894;-38590283626391
California Santa Barbara;31805052279;Democrata;-0.244591000442882;0.338433723225626;-236425404334077;0.833935556095871;-354411556973343
California Santa Clara;26408835127;Democrata;-302576956117872;0.123642888368475;-217694133543776;709090162222569;-38517321333298
California Santa Cruz;40952586412;Democrata;-108204058815204;0.884775037512169;-391218567850569;0.331539572915855;-465492325637786
California Shasta;72613674647;Republicano;0.0272579794975838;-0.0456187941770346;-153483725286449;0.38307691121919;-405553107796783
California Solano;47630025821;Democrata;-0.897785295757677;0.508813684497143;-113678186314521;-0.213718287552851;-404715410468156
California Sonoma;36791949455;Democrata;-192118023872493;-0.119372104531305;-339872481592182;-0.909256551030092;-360642252941519
California Sutter;35179749787;Republicano;103449023237371;-0.739779060719431;-0.646291901559709;-0.172258664253727;-437767342318301
California Tehama;54013753282;Republicano;167017511769323;-0.721598394274805;-0.684792588501051;0.0534138195963865;-38105754590315
California Tulare;38180764333;Republicano;370762199387039;165747560884757;-0.166620521456164;-0.246776375837786;-275104648543038
California Tuolumne;31615673143;Republicano;-124745450618982;-132272338732486;-0.611023552675142;-120172088981963;-449793754863314
California Ventura;24048967302;Democrata;-129110490456;0.92217283051316;-322139884923966;-0.420511215331789;-393328216654997
California Yolo;33188943992;Democrata;-0.0829584011336684;107991859226775;-303366246575248;0.193372936817309;-356767651474755
California Yuba;4137271153;Republicano;124632421793587;-0.104065848470377;114569417579294;-116081255352632;-431273014567123
Colorado Adams;37242750473;Democrata;-0.498999153099663;124439759473619;-24130988044781;0.0397114749782201;-292043904237024
Colorado Arapahoe;3299652518;Democrata;-217545627409129;165813059204027;-29758518557508;0.0456462456396271;-278448792927249
Colorado Boulder;2423764358;Democrata;-235884888412482;214042141894653;-414647618486231;123927659377344;-358346211866008
Colorado Broomfield;50922081381;Democrata;-396225909093416;0.0964365106453204;-388355525365341;-0.00353650423168;-272821068530612
Colorado Chaffee;61134442613;Democrata;-234363389564573;-0.750283535573602;-3643384943406;0.127938696063022;-224166667802463
Colorado Clear Creek;56254136334;Democrata;-375720512527048;-0.608683540893835;-323711923456454;0.000692131626466586;-452796511507912
Colorado Costilla;22624434389;Democrata;337610282401021;-219711755423277;-0.92192103634639;-0.43021900801322;-359126662524694
Colorado Crowley;6518904824;Republicano;406834236860088;0.496873913690638;-141151429332249;143009971683132;-400987540559565
Colorado Delta;84296945152;Republicano;0.199687152928123;-0.370864707965598;-159721417118307;-0.0471163990744279;-461237748423744
Colorado Denver;63146154365;Democrata;-128877327871233;0.477977818392194;-415950507832427;0.950619560655272;-270873875455534
Colorado Douglas;11361496356;Republicano;-460656252392002;105688161060879;-410121733855357;0.894795690582839;-389945201286962
Colorado Eagle;14427581038;Democrata;-290555938013183;0.382619233662426;-546718281256924;0.156951065466442;-398389705566386
Colorado El Paso;39961498249;Republicano;-135278978559503;180827678401208;-290100339613405;0.132716873028137;-349891997901418
Colorado Elbert;42722262571;Republicano;-399563285198934;-0.273013684250004;-285035518586064;-0.273725582858377;-440480685069337
Colorado Fremont;22526871339;Republicano;0.183558908906551;-0.626839149047838;-172875389555638;0.244933215801376;-545105991256292
Colorado Gunnison;17908196927;Democrata;-127523379851656;178804321463046;-413378170140079;0.699133923341154;-314261168369801
Colorado Huerfano;40906487769;Republicano;-0.429477491931233;-0.853726163260554;-191844397351504;-0.379382633970142;-348093234968101
Colorado Jefferson;25358037445;Democrata;-284916078922298;228604756997418;-340569363744887;111794517796732;-287249965882509
Colorado Kit Carson;20629533506;Republicano;-0.724188747141164;-0.318467471041936;-126205750743267;-115947439642541;-32639766521133
Colorado La Plata;17458228218;Democrata;-244641426469706;107720371616715;-396127096258387;0.40757588545265;-560706964493158
Colorado Larimer;20112825097;Democrata;-222531985198615;-0.315305945992516;-378846025492006;0.385827366046323;-406157969035489
Colorado Las Animas;14689423615;Republicano;0.282205160702549;-0.512216349673215;-0.81828951104353;-0.429843511583206;-495237038596428
Colorado Logan;30113036248;Republicano;-0.0658782092772787;-0.575496178407017;-0.219885172332807;-0.0190989847609686;-282343720617537
Colorado Mesa;34793466523;Republicano;-0.231016032563861;-0.0534201219298974;-26065491502598;0.481303240481697;-453258605220271
Colorado Moffat;15908738165;Republicano;-186151772025397;0.445363755606634;-20421498942809;-0.011414850090646;-48718328912158
Colorado Montezuma;15932125307;Republicano;0.0699164545367278;-0.194296205984766;-104956941700642;0.0827503815741717;-394235820522422
Colorado Montrose;1344240888;Republicano;0.487330998368698;-0.776043369296898;-271145900113525;0.119688816671334;-344896137847628
Colorado Morgan;20282873649;Republicano;-0.7987715073532;0.0295399118331627;-136527772297673;-0.371931357756289;-176797182897111
Colorado Otero;15771125007;Republicano;159973540022065;-0.915237298103207;-0.575766307352764;-0.177498509306819;-326494119171145
Colorado Ouray;81632653061;Democrata;-261210887035768;-0.155518198549607;-25530710248721;-0.994725493218118;-314695008529661
Colorado Park;11233150275;Republicano;-304347262021707;-0.869956757080215;-330898048571441;-0.0624064955639604;-512989871492307
Colorado Pitkin;62071495077;Democrata;-521641004235782;0.642262715997032;-478411223157641;0.175533903123601;-448565439998653
Colorado Prowers;56942975677;Republicano;106357729324228;114935263654042;-0.909753342733301;-0.257842233768875;-340817299539858
Colorado Rio Grande;20085582045;Republicano;0.979880419819422;-0.490281002800306;-20681743163793;-0.222097546550689;-364021428213266
Colorado Routt;15939811273;Democrata;-283222342161831;0.507039899357353;-487435580958853;-0.444175784186389;-329826190675379
Colorado Saguache;17550857599;Democrata;121456020862395;-124495103271375;-0.67669062600391;-0.154720229740778;-345600117370283
Colorado Sedgwick;33755274262;Republicano;-0.227593037486486;-144827181589298;-0.918005674081315;-0.248795856411213;-315997471694804
Colorado Summit;17597667052;Democrata;-247537124900025;11218267344364;-487365074424895;0.357844836720409;-430817824421053
Colorado Teller;24200111363;Republicano;-260564387079977;-0.025408921536194;-300974742022792;-101526841875497;-408467294252537
Colorado Weld;2727775432;Republicano;-114567938781594;153202975036961;-250016693060242;-0.244620571582454;-28887246999345
Colorado Yuma;49002793159;Republicano;-0.583619815516953;0.709833034933863;-178513443542071;-0.157161142047146;-461601120916597
Delaware Kent;44814599062;Democrata;-0.60314862004629;-0.679976697872031;0.584736376084796;-0.194111503757643;-266092394113229
Delaware New Castle;55125136937;Democrata;-147511092941337;0.293021499802588;-108322620791111;0.0241788490318592;-275515001256841
